id,simplified,traditional,pinyin,jyutping,english,mandarin_rank,cantonese_rank,examples,hsk_level
451444843872385605,窟窿,窟窿,kū long,fat1 lung1,hole; pocket,23746,,[],7
1119280357380679008,苦力,苦力,kǔ lì,fu2 lik6,bitter work; hard toil,24764,,[],7
77914728185304644,苦练,苦練,kǔ liàn,fu2 lin6,to train hard; to practice diligently,22352,,[],7
1061718768291144623,苦难,苦難,kǔ nàn,fu2 naan4,suffering,9629,,[],7
889165854519366201,苦恼,苦惱,kǔ nǎo,fu2 nou5,vexed; distressed,10264,,[],7
338939363614289167,苦笑,苦笑,kǔ xiào,fu2 siu3,to force a smile; a bitter laugh,25766,,[],7
595026086664898687,苦心,苦心,kǔ xīn,fu2 sam1,painstaking effort; to take a lot of trouble,27893,,[],7
903603896170883091,酷似,酷似,kù sì,huk6 ci5,to strikingly resemble,28114,,[],7
818511922295156000,夸,夸,kuā,kwaa1,used in 克,8011,,[],7
172223245650993565,夸大,誇大,kuā dà,kwaa1 daai6,to exaggerate,13143,,[],7
724358723336340412,夸奖,誇獎,kuā jiǎng,kwaa1 zoeng2,to praise; to applaud,11773,,[],7
341608461584077358,夸夸其谈,誇誇其談,kuā kuā qí tán,kwaa1 kwaa1 kei4 taam4,to talk big; to sound off,35198,,[],7
359250607644221727,夸耀,誇耀,kuā yào,kwaa1 jiu6,to brag about; to flaunt,30687,,[],7
898699037316891320,夸张,誇張,kuā zhāng,kwaa1 zoeng1,to exaggerate; overstated,5029,,[],7
894471169669726343,垮,垮,kuǎ,kwaa1,to collapse (lit. or fig.),7583,,[],7
183823904049641616,挎,挎,kuà,kwaa3,"to carry (esp. slung over the arm, shoulder or side)",25388,,[],7
577087069718616582,跨国,跨國,kuà guó,kwaa3 gwok3,transnational; multinational,15263,,[],7
143665632677390393,跨越,跨越,kuà yuè,kwaa1 jyut6,to step across; step over,9104,,[],7
90716269244084074,快捷,快捷,kuài jié,faai3 zit6,quick; fast,11376,,[],7
140991886134688140,宽敞,寬敞,kuān chang,fun1 cong2,spacious; wide,12046,,[],7
89241247593107747,宽泛,寬泛,kuān fàn,fun1 faan3,wide-ranging,32491,,[],7
1087937988306722330,宽厚,寬厚,kuān hòu,fun1 hau5,tolerant; generous,28840,,[],7
1046069631255603368,宽容,寬容,kuān róng,fun1 jung4,lenient; tolerant,6868,,[],7
1083897088947019913,宽恕,寬恕,kuān shù,fun1 syu3,to forgive; forgiveness,12980,,[],7
828003059087490815,宽松,寬鬆,kuān sōng,fun1 sung1,spacious; roomy; uncrowded; (of clothes) loose and comfortable,11259,,[],7
534275632457086845,款式,款式,kuǎn shì,fun2 sik1,pattern; style,8984,,[],7
714714257012284769,款项,款項,kuǎn xiàng,fun2 hong6,funds; a sum of money,14109,,[],7
517514510246094380,框,框,kuàng,kwaang1,frame (e.g. door frame); casing,9131,,[],7
887834009844703115,框架,框架,kuàng jià,kwaang1 gaa2,(construction) frame; (fig.) framework,13045,,[],7
34752702411771275,筐,筐,kuāng,hong1,basket,17034,,[],7
72936639504887801,狂欢,狂歡,kuáng huān,kong4 fun1,party; carousal,5805,,[],7
575940107844242182,狂欢节,狂歡節,kuáng huān jié,kong4 fun1 zit3,carnival,13356,,[],7
680206057733106415,狂热,狂熱,kuáng rè,kong4 jit6,zealotry; fanatical,8734,,[],7
834064724589727852,况且,況且,kuàng qiě,fong3 ce2,moreover; besides,9029,,[],7
322405903245171390,旷课,曠課,kuàng kè,kwong3 fo3,to play truant; to cut classes,32748,,[],7
1084854513732584719,矿藏,礦藏,kuàng cáng,kong3 cong4,mineral resources,37530,,[],7
587932425262136393,亏本,虧本,kuī běn,kwai1 bun2,to make a loss,26758,,[],7
140999139971070230,亏损,虧損,kuī sǔn,kwai1 syun2,deficit; (financial) loss,14787,,[],7
45605765892012122,昆虫,昆蟲,kūn chóng,kwan1 cung4,insect,11860,,[],7
1036989884068343864,捆,捆,kǔn,kwan2,a bunch; to tie together,9246,,[],7
25187387104289623,困惑,困惑,kùn huò,kwan3 waak6,bewildered; perplexed,6007,,[],7
842751314707321438,困境,困境,kùn jìng,kwan3 ging2,predicament; plight,5345,,[],7
439223618728760363,扩,擴,kuò,kwok3,to enlarge,13470,,[],7
662687664120488722,扩建,擴建,kuò jiàn,kwok3 gin3,"to extend (a building, an airport runway etc)",19417,,[],7
667462948216900089,扩散,擴散,kuò sàn,kwok3 saan3,to spread; to proliferate; to diffuse,5579,,[],7
638807981048633635,扩张,擴張,kuò zhāng,kwok3 zoeng1,expansion; dilation,6918,,[],7
810978258958767044,括弧,括弧,kuò hú,kut3 wu4,parenthesis,91958,,[],7
133702202011385114,阔绰,闊綽,kuò chuò,fut3 coek3,ostentatious; extravagant,42113,,[],7
1107008710199997948,拉动,拉動,lā dòng,laai1 dung6,to pull; (fig.) to stimulate (economic activity),29495,,[],7
36477953020065167,拉拢,拉攏,lā lǒng,laai1 lung5,to rope in; fig. to involve sb,18605,,[],7
397608727849010180,拉锁,拉鎖,lā suǒ,laai1 so2,zipper,55103,,[],7
1093723023040785397,喇叭,喇叭,lǎ ba,laa3 baa1,horn (automobile etc); loudspeaker,9211,,[],7
711244333103800504,腊月,臘月,Là yuè,laap6 jyut6,twelfth lunar month,57468,,[],7
757222648081710261,蜡,蠟,là,caa3,candle; wax,12778,,[],7
436337135479309726,蜡烛,蠟燭,là zhú,laap6 zuk1,candle,7877,,[],7
864759393697657498,辣椒,辣椒,là jiāo,laat6 ziu1,hot pepper; chili,6501,,[],7
665205996209003302,啦啦队,啦啦隊,lā lā duì,laa1 laa1 deoi6,cheerleading squad,3808,,[],7
838336281328331813,来宾,來賓,Lái bīn,loi4 ban1,Laibin prefecture-level city in Guangxi,11016,,[],7
342806917989482250,来电,來電,lái diàn,loi4 din6,incoming telephone call (or telegram); to phone in; to send in a telegram,6283,,[],7
82880941155350662,来访,來訪,lái fǎng,loi4 fong2,to pay a visit,8891,,[],7
226677368222225655,来回,來回,lái huí,loi4 wui4,to make a round trip; return journey,7107,,[],7
804877357677739918,来历,來歷,lái lì,loi4 lik6,history; antecedents,14129,,[],7
311276578393265394,来临,來臨,lái lín,loi4 lam4,to approach; to come closer,4633,,[],7
22535978063472119,来龙去脉,來龍去脈,lái lóng qù mài,mak6,the rise and fall of the terrain (idiom); (fig.) the whole sequence of events,22644,,[],7
650854354440043249,来年,來年,lái nián,loi4 nin4,next year; the coming year,22086,,[],7
1000571719575197220,来源于,來源於,lái yuán yú,loi4 jyun4 jyu1,to originate in,11195,,[],7
415324659746667673,拦,攔,lán,laan4,to block sb's path; to obstruct,5693,,[],7
752165088923280458,栏,欄,lán,laan4,fence; railing,7178,,[],7
873919177049348312,栏杆,欄杆,lán gān,laan4 gon1,railing; banister,13569,,[],7
488401294956869350,蓝图,藍圖,lán tú,laam4 tou4,blueprint,13313,,[],7
19649571412945455,揽,攬,lǎn,laam5,to monopolize; to seize; to take into one's arms; to embrace,12258,,[],7
887138644951402243,缆车,纜車,lǎn chē,laam6 ce1,cable car,26207,,[],7
412389699987337992,懒得,懶得,lǎn dé,laan5 dak1,not to feel like (doing sth); disinclined to,8500,,[],7
861307954741991594,懒惰,懶惰,lǎn duò,laan5 do6,idle; lazy,13267,,[],7
120170539137766256,滥用,濫用,làn yòng,laam6 jung6,to misuse; to abuse,8841,,[],7
598240446827753942,狼,狼,láng,long4,wolf,2421,,[],7
436801502889615163,狼狈,狼狽,láng bèi,long4 bui3,in a difficult situation; to cut a sorry figure,16266,,[],7
1539416098702026,朗诵,朗誦,lǎng sòng,long5 zung6,to read aloud with expression; to recite,18524,,[],7
730681682611611229,浪,浪,làng,long6,wave; breaker,4269,,[],7
513660594939045250,捞,撈,lāo,laau4,to fish up; to dredge up,5566,,[],7
157988041658089110,劳动力,勞動力,láo dòng lì,lou4 dung6 lik6,labor force; manpower,12496,,[],7
201390183628031636,劳累,勞累,láo lèi,lou4 leoi6,tired; exhausted,15272,,[],7
368068266408936386,劳务,勞務,láo wù,lou4 mou6,"service (work done for money); services (as in ""goods and services"")",20517,,[],7
1077022241786681506,牢固,牢固,láo gù,lou4 gu3,firm; secure,11270,,[],7
1042603252355507016,牢记,牢記,láo jì,lou4 gei3,to keep in mind; to remember,12490,,[],7
315658429797958708,牢牢,牢牢,láo láo,lou4 lou4,firmly; safely,9553,,[],7
585394301600279346,唠叨,嘮叨,láo dao,lou4 tou1,to prattle; to chatter away,10247,,[],7
212832924835889942,老伴儿,老伴兒,lǎo bàn r,lou5 bun6 jan4,erhua variant of 老伴; (coll.) (of an old couple) husband or wife,60338,,[],7
321568694238024400,老大,老大,lǎo dà,lou5 daai2,old age; very,3298,,[],7
591077733122029409,老汉,老漢,lǎo hàn,lou5 hon3,old man; I (an old man referring to himself),26984,,[],7
147166041663022367,老化,老化,lǎo huà,lou5 faa3,"(of a person, population or material) to age; (of knowledge) to become outdated",12970,,[],7
949097558907615970,老人家,老人家,lǎo rén jiā,lou5 jan4 gaa1,polite term for old woman or man,8629,,[],7
456301941919768044,老实说,老實說,lǎo shí shuō,lou5 sat6 syut3,"honestly speaking; to be frank, ...",22207,,[],7
5420517873657786,老远,老遠,lǎo yuǎn,lou5 jyun5,very far away,12250,,[],7
1077397192553104334,老字号,老字號,lǎo zì hào,lou5 zi6 hou6,"shop, firm, or brand of merchandise with a long-established reputation",30827,,[],7
621073358418830639,姥姥,姥姥,lǎo lao,lou5 lou5,(coll.) mother's mother; maternal grandmother,12173,,[],7
1027041011341615426,姥爷,姥爺,lǎo ye,mou5 je4,maternal grandfather (dialectal),27327,,[],7
230234069707559076,潦草,潦草,liáo cǎo,liu2 cou2,slipshod; careless; slovenly; (of handwriting) scrawly; illegible,48109,,[],7
840545019140224266,涝,澇,lào,lou6,flooded,53537,,[],7
253767151454717260,乐器,樂器,yuè qì,lok6 hei3,musical instrument,9468,,[],7
143349327740067594,乐意,樂意,lè yì,lok6 ji3,to be willing to do sth; to be ready to do sth,6221,,[],7
248485063503759449,乐园,樂園,lè yuán,lok6 jyun4,paradise,6591,,[],7
231330366369077540,了结,了結,liǎo jié,liu5 git3,to settle; to finish,10105,,[],7
166783338226589401,了却,了卻,liǎo què,liu5 koek3,to resolve; to settle,29733,,[],7
932286215966112257,勒,勒,lè,laak6,to rein in; to compel,2605,,[],7
126126403239433839,雷同,雷同,léi tóng,leoi4 tung4,mirroring others; identical,27498,,[],7
1070157780509407039,类别,類別,lèi bié,leoi6 bit6,classification; category,16163,,[],7
214470491487249686,累积,累積,lěi jī,leoi6 zik1,to accumulate,13573,,[],7
613827874487752805,累计,累計,lěi jì,leoi6 gai3,to calculate the running total; cumulative,17303,,[],7
154613728734796466,棱角,稜角,léng jiǎo,ling4 gok3,edge and corner; protrusion,24425,,[],7
102167830406186525,冷淡,冷淡,lěng dàn,laang5 daam6,cold; indifferent,12345,,[],7
549641501656567959,冷冻,冷凍,lěng dòng,laang5 dung3,to freeze; to deep-freeze,9324,,[],7
846959436729851180,冷酷,冷酷,lěng kù,laang5 huk6,unfeeling; callous,11816,,[],7
762527855086112410,冷酷无情,冷酷無情,lěng kù wú qíng,laang5 huk6 mou4 cing4,cold-hearted; unfeeling; callous,49756,,[],7
308466854915669798,冷落,冷落,lěng luò,laang5 lok6,desolate; unfrequented,16953,,[],7
675695024216727886,冷门,冷門,lěng mén,laang5 mun4,"a neglected branch (of arts, science, sports etc); fig. a complete unknown who wins a competition",20016,,[],7
423457686244357555,冷漠,冷漠,lěng mò,laang5 mok6,cold and detached towards sb; lack of regard,7750,,[],7
679460714929652525,冷笑,冷笑,lěng xiào,laang5 siu3,to sneer; to laugh grimly,12056,,[],7
233449901472658808,冷战,冷戰,Lěng zhàn,laang5 zin3,(US-Soviet) Cold War,10942,,[],7
193598979807543741,愣,愣,lèng,ling6,to look distracted; to stare blankly,11493,,[],7
813518311331099952,离谱儿,離譜兒,lí pǔr5,lei4 pou2 ngai4,Scientific,,,[],7
490802006474818359,离奇,離奇,lí qí,ci1 kei4,odd; bizarre,13073,,[],7
1027127575982242921,离职,離職,lí zhí,lei4 zik1,to leave one's job temporarily (e.g. for study); to leave one's job; to resign,12191,,[],7
322397122516718697,黎明,黎明,lí míng,lai4 ming4,dawn; daybreak,8587,,[],7
237011476502719784,礼服,禮服,lǐ fú,lai5 fuk6,"ceremonial robe; formal attire (dinner suit, evening gown etc)",7383,,[],7
693119992964434924,礼品,禮品,lǐ pǐn,lai5 ban2,gift; present,9790,,[],7
576282366020693893,礼仪,禮儀,lǐ yí,lai5 ji4,etiquette; ceremony,10234,,[],7
700004891701139805,里程碑,里程碑,lǐ chéng bēi,lei5 cing4 bei1,milestone,16826,,[],7
547684798747721779,理睬,理睬,lǐ cǎi,lei5 coi2,to heed; to pay attention to,16350,,[],7
1076990066106187653,理会,理會,lǐ huì,lei5 wui6,to understand; to pay attention to,9075,,[],7
859918123187114257,理科,理科,lǐ kē,lei5 fo1,the sciences (as opposed to the humanities 科),16024,,[],7
207492637989029265,理念,理念,lǐ niàn,lei5 nim6,idea; concept,4867,,[],7
720657144695643458,理事,理事,lǐ shì,lei5 si6,member of council; (literary) to take care of matters,19238,,[],7
802271859493969376,理所当然,理所當然,lǐ suǒ dāng rán,lei5 so2 dong1 jin4,as it should be by rights (idiom); proper and to be expected as a matter of course; inevitable and right,10068,,[],7
349668294679318885,理性,理性,lǐ xìng,lei5 sing3,reason; rationality,5194,,[],7
838694179760422849,理直气壮,理直氣壯,lǐ zhí qì zhuàng,lei5 zik6 hei3 zong3,in the right and self-confident (idiom); bold and confident with justice on one's side; to have the courage of one's con,37289,,[],7
932058325898124950,力不从心,力不從心,lì bù cóng xīn,lik6 bat1 cung4 sam1,less capable than desirable (idiom); not as strong as one would wish; the spirit is willing but the flesh is weak,21629,,[],7
356655260243275792,力度,力度,lì dù,lik6 dou6,strength; vigor,7129,,[],7
723523636347996792,力求,力求,lì qiú,lik6 kau4,to make every effort to; striving to do one's best,15855,,[],7
1002999990039127794,力所能及,力所能及,lì suǒ néng jí,lik6 so2 nang4 kap6,as far as one's capabilities extend (idiom); to the best of one's ability; within one's powers,18286,,[],7
226237255555379771,力争,力爭,lì zhēng,lik6 zang1,to work hard for; to do all one can,16137,,[],7
685214781440931331,历程,歷程,lì chéng,lik6 cing4,course; process,10170,,[],7
256344429688700292,历届,歷屆,lì jiè,lik6 gaai3,"all previous (meetings, sessions etc)",32173,,[],7
161103432790250339,历经,歷經,lì jīng,lik6 ging1,to experience; to go through,12690,,[],7
37286298519867923,历来,歷來,lì lái,lik6 loi4,always; throughout (a period of time),17374,,[],7
453314380871107253,历时,歷時,lì shí,lik6 si4,to last; to take (time),18847,,[],7
925396141646907131,立方,立方,lì fāng,lap6 fong1,cube (math.); abbr. for 立方体,22390,,[],7
475389129052234611,立方米,立方米,lì fāng mǐ,laap6 fong1 mai5,cubic meter (unit of volume),35946,,[],7
810220241744720475,立功,立功,lì gōng,laap6 gung1,to render meritorious service (one the three imperishables 朽); to make worthy contributions,25337,,[],7
91134896690581458,立交桥,立交橋,lì jiāo qiáo,lap6 gaau1 kiu4,overpass; flyover,22789,,[],7
540144191195287945,立体,立體,lì tǐ,laap6 ban6,three-dimensional; solid,10567,,[],7
819824766428409065,立足,立足,lì zú,laap6 zuk1,to stand; to have a footing,14630,,[],7
30900052190089396,利害,利害,lì hài,lei6 hoi6,pros and cons; advantages and disadvantages,20755,,[],7
157413620263541534,利率,利率,lì lǜ,lei6 leot6,interest rates,10983,,[],7
983065055225051566,利索,利索,lì suo,lei6 sok3,nimble,21085,,[],7
920583171460475268,励志,勵志,lì zhì,lai6 zi3,to pursue a goal with determination; inspirational; motivational,28471,,[],7
461304970814833631,粒,粒,lì,lap1,grain; granule,4781,,[],7
42806193339745611,连滚带爬,連滾帶爬,lián gǔn dài pá,lin4 gwan2 daai3 paa4,rolling and crawling; trying frantically to escape (idiom),59075,,[],7
620494871241539874,连绵,連綿,lián mián,lin4 min4,continuous; unbroken,27852,,[],7
396027022421846391,连任,連任,lián rèn,lin4 jam6,to continue in (a political) office; to serve for another term of office,16220,,[],7
131479763510086545,连锁,連鎖,lián suǒ,lin4 so2,to interlock; to be linked,7545,,[],7
1012208473442955984,连锁店,連鎖店,lián suǒ diàn,lin4 so2 dim3,chain store,13645,,[],7
832371572534937137,连夜,連夜,lián yè,lin4 je6,that very night; through the night,16020,,[],7
131840790829354553,帘子,簾子,lián zi,lim4 zi2,curtain,28809,,[],7
162126701483484782,怜惜,憐惜,lián xī,lin4 sik1,to take pity on; to feel tenderness toward,33311,,[],7
384767268896899036,莲子,蓮子,lián zǐ,lin4 zi2,lotus seed,20235,,[],7
891591363314549209,联邦,聯邦,lián bāng,lyun4 bong1,federal; federation,3574,,[],7
585527244547631544,联欢,聯歡,lián huān,lyun4 fun1,to have a get-together; celebration,35542,,[],7
1130198042093760268,联网,聯網,lián wǎng,lyun4 mong5,to connect (or be connected) to a network; to network,16288,,[],7
904585265002345074,廉价,廉價,lián jià,lim4 gaa3,cheaply-priced; low-cost,7559,,[],7
137012574810140994,廉洁,廉潔,lián jié,lim4 git3,incorruptible; unbribable; honest,28006,,[],7
949368821771300274,廉正,廉正,lián zhèng,lim4 zing3,upright and honest; integrity,379791,,[],7
325326348770650563,廉政,廉政,lián zhèng,lim4 zing3,to govern with integrity; clean and honest government,43699,,[],7
146814552490692258,脸颊,臉頰,liǎn jiá,lim5 gaap3,cheek,12415,,[],7
1086732871866725657,炼,煉,liàn,lin6,to refine; to smelt,10362,,[],7
48599120718006600,恋恋不舍,戀戀不捨,liàn liàn bù shě,lyun2 lyun2 bat1 se2,reluctant to part,41381,,[],7
1013543002868436706,良,良,liáng,loeng4,good; very,8310,,[],7
665310769150780716,良心,良心,liáng xīn,loeng4 sam1,conscience,6526,,[],7
1021898585752537905,良性,良性,liáng xìng,loeng4 sing3,positive (in its effect); leading to good consequences,15034,,[],7
1015150222276389725,凉爽,涼爽,liáng shuǎng,loeng4 song2,cool and refreshing,18060,,[],7
1051259690652847618,两口子,兩口子,liǎng kǒu zi,loeng5 hau2 zi2,husband and wife,26774,,[],7
603920610180617829,两栖,兩棲,liǎng qī,cai1,amphibious; dual-talented,28797,,[],7
608262621240913798,亮点,亮點,liàng diǎn,loeng6 dim2,highlight; bright spot,10869,,[],7
484145219410371811,亮丽,亮麗,liàng lì,loeng6 lai6,bright and beautiful,18974,,[],7
307236704147946171,亮相,亮相,liàng xiàng,loeng6 soeng3,to strike a pose (Chinese opera); (fig.) to make a public appearance,8499,,[],7
555957700012478918,谅解,諒解,liàng jiě,loeng6 gaai2,to understand; to make allowances for,11864,,[],7
732735285793427243,辽阔,遼闊,liáo kuò,liu4 fut3,vast; extensive,25015,,[],7
713050442213693930,疗法,療法,liáo fǎ,liu4 faat3,therapy; treatment,6021,,[],7
1069230408932183003,疗效,療效,liáo xiào,liu4 haau6,healing efficacy; healing effect,13362,,[],7
1055677775559797673,寥寥无几,寥寥無幾,liáo liáo wú jǐ,liu4 liu4 mou4 gei1,just a very few (idiom); tiny number; not many at all,30527,,[],7
488072102338347843,料到,料到,liào dào,liu6 dou3,to foresee; to anticipate,9583,,[],7
1004887980445784934,料理,料理,liào lǐ,liu6 lei5,to arrange; to handle,9786,,[],7
257811304778103903,列举,列舉,liè jǔ,lit6 geoi2,a list; to list,18380,,[],7
578813779714569298,劣势,劣勢,liè shì,lyut3 sai3,inferior; disadvantaged,13022,,[],7
98031470973657486,劣质,劣質,liè zhì,lyut3 zat1,shoddy; of poor quality,14224,,[],7
397121204648310981,烈士,烈士,liè shì,lit6 si6,martyr,11928,,[],7
292269534317805413,猎犬,獵犬,liè quǎn,lip6 hyun2,hound; hunting dog,25647,,[],7
663322793437473766,猎人,獵人,liè rén,lip6 jan4,hunter,9488,,[],7
468829175066547565,裂缝,裂縫,liè fèng,lit6 fung4,crack; crevice,8135,,[],7
506899212852522590,裂痕,裂痕,liè hén,lit6 han4,crack; gap,17741,,[],7
100971786246901337,咧嘴,咧嘴,liě zuǐ,lit6 zeoi2,to grin,,,[],7
585609777612073118,拎,拎,līn,ling1,to lift up; to carry in one's hand; Taiwan pr. [līng],11124,,[],7
585908736502924884,邻国,鄰國,lín guó,leon4 gwok3,bordering country; neighbor country,23913,,[],7
926073180763524991,临,臨,lín,lam4,to face; to overlook,6091,,[],7
347325457231766645,临床,臨床,lín chuáng,lam4 cong4,clinical,4243,,[],7
407495951155154332,临街,臨街,lín jiē,lam4 gaai1,facing the street,39431,,[],7
282251120888032231,临近,臨近,lín jìn,lam4 gan6,close to; approaching,9411,,[],7
618406717577215983,淋,淋,lín,lam4,to sprinkle; to drip,7448,,[],7
726484331165719161,灵,靈,líng,ling4,quick; alert,2026,,[],7
784441669051641556,灵感,靈感,líng gǎn,ling4 gam2,inspiration; insight,4591,,[],7
637161820908236264,灵魂,靈魂,líng hún,ling4 wan4,soul; spirit,2579,,[],7
266321001057302297,灵机一动,靈機一動,líng jī yī dòng,ling4 gei1 jat1 dung6,a bright idea suddenly occurs (idiom); to hit upon an inspiration; to be struck by a brainwave,32503,,[],7
568788658606789700,灵敏,靈敏,líng mǐn,ling4 man5,smart; clever,13980,,[],7
140927874474473779,灵巧,靈巧,líng qiǎo,ling4 haau2,deft; nimble,21037,,[],7
1151174847832931993,灵通,靈通,líng tōng,ling4 tung1,fast and abundant (news); clever,15005,,[],7
345188442027007531,凌晨,凌晨,líng chén,ling4 san4,very early in the morning; in the wee hours,2595,,[],7
246689980129167767,零花钱,零花錢,líng huā qián,ling4 faa1 cin4,pocket money; allowance,19487,,[],7
18309557357162986,零件,零件,líng jiàn,ling4 gin6,part; component,8400,,[],7
483737504155736932,零钱,零錢,líng qián,ling4 cin4,change (of money); small change,13354,,[],7
1009398478225430009,零售,零售,líng shòu,ling4 sau6,to retail; to sell individually or in small quantities,9935,,[],7
589008283967540259,领队,領隊,lǐng duì,ling5 deoi6,to lead a group; leader of a group,11559,,[],7
1035997873178644213,领略,領略,lǐng lu:è,ling5 loek6,to have a taste of; to realize,16941,,[],7
124191712399008869,领会,領會,lǐng huì,ling5 wui6,to understand; to comprehend,12532,,[],7
550241712354861388,领军,領軍,lǐng jūn,ling5 gwan1,to lead troups; (fig.) to lead,,,[],7
366721267902885687,领事,領事,lǐng shì,ling5 si6,consul,20219,,[],7
493886382619984064,领事馆,領事館,lǐng shì guǎn,ling5 si6 gun2,consulate,23364,,[],7
235580486570918364,领土,領土,lǐng tǔ,ling5 tou2,territory,8618,,[],7
512931941085611862,领悟,領悟,lǐng wù,ling5 ng6,to understand; to comprehend,12096,,[],7
370696675678054885,领养,領養,lǐng yǎng,ling5 joeng5,to adopt (a child); adoption,10747,,[],7
254648596109374923,领域,領域,lǐng yù,ling5 wik6,domain; sphere,2459,,[],7
565112890227316948,溜,溜,liū,liu1,to slip away; to escape in stealth,5659,,[],7
380904552600576629,溜达,溜達,liū da,lau6 daat6,to stroll; to go for a walk,16564,,[],7
1076992145644069703,浏览,瀏覽,liú lǎn,lau4 laam5,to skim over; to browse,7707,,[],7
616259834101638550,浏览器,瀏覽器,liú lǎn qì,lau4 laam5 hei3,browser (software),28853,,[],7
1060151836852476045,流畅,流暢,liú chàng,lau4 coeng3,"flowing (of speech, writing); fluent",9270,,[],7
44245909496999088,流程,流程,liú chéng,lau4 cing4,course; stream,8987,,[],7
646907619506204484,流浪,流浪,liú làng,lau4 long6,to drift about; to wander,6517,,[],7
530632418245470828,流泪,流淚,liú lèi,lau4 lai6,to shed tears,7253,,[],7
122348965318704019,流量,流量,liú liàng,lau4 loeng6,flow rate; throughput of passengers; volume of traffic; (hydrology) discharge,12321,,[],7
604035686961690321,流露,流露,liú lù,lau4 lou6,"to reveal (indirectly, implicitly); to show (interest, contempt etc) by means of one's actions, tone of voice etc",12368,,[],7
637337580989848366,流氓,流氓,liú máng,lau4 mong4,rogue; hoodlum,5202,,[],7
987543491771509631,流入,流入,liú rù,lau4 jap6,to flow into; to drift into,13234,,[],7
959564393267718457,流失,流失,liú shī,lau4 sat1,(of soil etc) to wash away; to be eroded,11192,,[],7
251351138933527068,流水,流水,liú shuǐ,lau4 seoi2,running water; (business) turnover,10995,,[],7
608129916885094379,流淌,流淌,liú tǎng,lau4 tong2,to flow,12874,,[],7
510645990350231006,流向,流向,liú xiàng,lau4 hoeng3,direction of a current; direction of flow,14722,,[],7
94113837169218345,流血,流血,liú xuè,lau4 hyut3,to bleed; to shed blood,6486,,[],7
275256236738270602,流域,流域,liú yù,lau4 wik6,river basin; valley,20502,,[],7
419680320386785043,流转,流轉,liú zhuǎn,lau4 zyun2,to be on the move; to roam or wander,20716,,[],7
355505037979234994,留恋,留戀,liú liàn,lau4 lyun2,reluctant to leave; to hate to have to go,13649,,[],7
514254178022920844,留念,留念,liú niàn,lau4 nim6,to keep as a souvenir; to recall fondly,20051,,[],7
1054042107590024686,留神,留神,liú shén,lau4 san4,to take care; to be careful,16844,,[],7
909690201257932247,留心,留心,liú xīn,lau4 sam1,to be careful; to pay attention to,13923,,[],7
787331341301650136,留意,留意,liú yì,lau4 ji3,to be mindful; to pay attention to,6127,,[],7
484966126236566491,遛,遛,liù,lau6,to stroll; to walk (an animal),17781,,[],7
364345659192056438,柳树,柳樹,liǔ shù,lau5 syu6,willow,28007,,[],7
163516872552148802,龙舟,龍舟,lóng zhōu,lung4 zau1,dragon boat; imperial boat,34927,,[],7
955018272668349053,笼统,籠統,lǒng tǒng,lung4 tung2,general; broad,29692,,[],7
990437876161704188,笼罩,籠罩,lǒng zhào,lung4 zaau3,to envelop; to shroud,10028,,[],7
196378017069920240,笼子,籠子,lóng zi,lung4 zi2,cage; basket,11933,,[],7
454990214821163939,聋,聾,lóng,lung4,deaf,12408,,[],7
109916702254818150,聋人,聾人,lóng rén,lung4 jan4,deaf person; hearing-impaired person,,,[],7
398168163618900061,隆重,隆重,lóng zhòng,lung4 zung6,grand; prosperous,7000,,[],7
1082848494242320757,垄断,壟斷,lǒng duàn,lung5 dyun6,to monopolize,11039,,[],7
1068118111591127747,搂,摟,lōu,lau1,to draw towards oneself; to gather,9281,,[],7
1122742838023761795,芦花,蘆花,lú huā,lou4 faa1,reed catkin; reed flower,58423,,[],7
87016468127889315,炉灶,爐灶,lú zào,lou4 zou3,stove,39198,,[],7
676611524707170412,炉子,爐子,lú zi,lou4 zi2,stove; oven,16127,,[],7
100610240591458848,卤味,滷味,lǔ wèi,lou5 mei6,food prepared by stewing in soy sauce and spices,53626,,[],7
662985071348245197,鲁莽,魯莽,lǔ mǎng,lou5 mong5,hot-headed; impulsive; reckless,19225,,[],7
1145014785783512580,录制,錄製,lù zhì,luk6 zai3,to record (video or audio),9024,,[],7
572416912848000779,鹿,鹿,lù,luk6,deer,5364,,[],7
700562994839734335,路程,路程,lù chéng,lou6 cing4,route; path traveled,9950,,[],7
730020969247546533,路灯,路燈,lù dēng,lou6 dang1,street lamp; street light,14960,,[],7
585223892007954774,路段,路段,lù duàn,lou6 dyun6,stretch of road; section of a highway or railway,14718,,[],7
403909019862161910,路况,路況,lù kuàng,lou6 fong3,"road condition(s) (e.g. surface, traffic flow etc)",18760,,[],7
1141541061636538664,路面,路面,lù miàn,lou6 min2,road surface,11207,,[],7
257670161155108864,路人,路人,lù rén,lou6 jan4,passer-by; stranger,10260,,[],7
70158117382809484,路途,路途,lù tú,lou6 tou4,(lit. and fig.) road; path,15788,,[],7
871256617332644250,路子,路子,lù zi,lou6 zi2,method; way,13393,,[],7
932931603303290892,露面,露面,lòu miàn,lou6 min6,to show one's face; to appear (in public),9214,,[],7
842198393390666954,露天,露天,lù tiān,lou6 tin1,outdoors; al fresco,11290,,[],7
609307978089236628,旅程,旅程,lǚ chéng,leoi5 cing4,journey; trip,7656,,[],7
